Courses
;Year;Period;Code;Name;Section;Dept.;T;P;L;Cr;ECTS;Category;Lecturer;Room;Schedule;# of Students;Successfull;Unsuccessfull;Conditional;Withdrawn;Average;Staff ID;
;2025;2;MATH 450;Numerical Solutions of Differential Equations;MATH 450_01;Mathematics;3;0;0;3;6;Course;Merve Gürbüz Çaldağ ;A422;Fr 13 - 16;0;;;;;;4103;
;2025;2;MATH 451;Numerical Methods;MATH 451_01;Mathematics;3;0;0;3;6;Course;Bengisen Pekmen ;A422 A435;Tu 12 - 14 Th 13 - 14;0;;;;;;247;
;2025;2;MATH 491;Senior Project;MATH 491_01;Mathematics;3;0;0;3;6;Course;Mehmet Onur Fen ;;Fr 16 - 19;0;;;;;;671;
;2025;2;MATH 491;Senior Project;MATH 491_02;Mathematics;3;0;0;3;6;Course;Bengisen Pekmen ;;Fr 16 - 19;0;;;;;;247;
;2025;2;MATH 491;Senior Project;MATH 491_03;Mathematics;3;0;0;3;6;Course;Çiğdem Topçu Gülöksüz ;;Fr 16 - 19;0;;;;;;4810;
;2025;2;MATH 491;Senior Project;MATH 491_04;Mathematics;3;0;0;3;6;Course;Berrin Şentürk ;;Fr 16 - 19;0;;;;;;1826;
;2025;2;MATH 491;Senior Project;MATH 491_05;Mathematics;3;0;0;3;6;Course;Merve Gürbüz Çaldağ ;;Fr 16 - 19;0;;;;;;4103;
;2025;2;MATH 491;Senior Project;MATH 491_06;Mathematics;3;0;0;3;6;Course;Niyazi Anıl Gezer ;;Fr 16 - 19;0;;;;;;3329;
;2025;2;MATH 491;Senior Project;MATH 491_07;Mathematics;3;0;0;3;6;Course;Engin Özkan ;;Fr 16 - 19;0;;;;;;274;
;2025;2;MATH 491;Senior Project;MATH 491_08;Mathematics;3;0;0;3;6;Course;Fuat Erdem ;;Fr 16 - 19;0;;;;;;1816;
;2025;2;MATH 491;Senior Project;MATH 491_09;Mathematics;3;0;0;3;6;Course;Şeyda Yıldız ;;Fr 16 - 19;0;;;;;;2637;
;2025;2;MATH 491;Senior Project;MATH 491_10;Mathematics;3;0;0;3;6;Course;Anıl Özdemir ;;Fr 16 - 19;0;;;;;;2015;
;2025;2;MATH 491;Senior Project;MATH 491_11;Mathematics;3;0;0;3;6;Course;Ruşen Kaya ;;Fr 16 - 19;0;;;;;;1042;
;2025;2;MATH 492;Senior Project;MATH 492_01;Mathematics;3;0;0;3;6;Course;Mehmet Onur Fen ;;Fr 16 - 19;0;;;;;;671;
;2025;2;MATH 492;Senior Project;MATH 492_02;Mathematics;3;0;0;3;6;Course;Bengisen Pekmen ;;Fr 16 - 19;0;;;;;;247;
;2025;2;MATH 492;Senior Project;MATH 492_03;Mathematics;3;0;0;3;6;Course;Çiğdem Topçu Gülöksüz ;;Fr 16 - 19;0;;;;;;4810;
;2025;2;MATH 492;Senior Project;MATH 492_04;Mathematics;3;0;0;3;6;Course;Berrin Şentürk ;;Fr 16 - 19;0;;;;;;1826;
;2025;2;MATH 492;Senior Project;MATH 492_05;Mathematics;3;0;0;3;6;Course;Merve Gürbüz Çaldağ ;;Fr 16 - 19;0;;;;;;4103;
;2025;2;MATH 492;Senior Project;MATH 492_06;Mathematics;3;0;0;3;6;Course;Niyazi Anıl Gezer ;;Fr 16 - 19;0;;;;;;3329;
;2025;2;MATH 492;Senior Project;MATH 492_07;Mathematics;3;0;0;3;6;Course;Engin Özkan ;;Fr 16 - 19;0;;;;;;274;
;2025;2;MATH 492;Senior Project;MATH 492_08;Mathematics;3;0;0;3;6;Course;Fuat Erdem ;;Fr 16 - 19;0;;;;;;1816;
;2025;2;MATH 492;Senior Project;MATH 492_09;Mathematics;3;0;0;3;6;Course;Şeyda Yıldız ;;Fr 16 - 19;0;;;;;;2637;
;2025;2;MATH 492;Senior Project;MATH 492_10;Mathematics;3;0;0;3;6;Course;Anıl Özdemir ;;Fr 16 - 19;0;;;;;;2015;
;2025;2;MATH 492;Senior Project;MATH 492_11;Mathematics;3;0;0;3;6;Course;Ruşen Kaya ;;Fr 16 - 19;0;;;;;;1042;
;2025;2;ME 224;Design and Manufacturing;ME 224_01;Department of Mechanical Engineering;2;0;2;3;6;Course;Şehram Dizeci ;G108;Tu 16 - 18 Th 09 - 11;0;;;;;;862;
;2025;2;ME 241;Introduction to Solid Mechanics;ME 241_01;Department of Mechanical Engineering;3;0;0;3;6;Course;Şehram Dizeci ;G101;Tu 13 - 14 Th 12 - 14;0;;;;;;862;
;2025;2;ME 242;Dynamics;ME 242_01;Department of Mechanical Engineering;3;0;0;3;6;Course;Behzat Bahadır Kentel ;G010;Mo 14 - 15 Th 12 - 14;0;;;;;;6474;
;2025;2;ME 264;Thermodynamics;ME 264_01;Department of Mechanical Engineering;3;0;0;3;6;Course;Onur Baş ;G010 G112;Mo 15 - 16 Tu 09 - 11;0;;;;;;1495;
;2025;2;ME 302;Experimental Engineering;ME 302_01;Department of Mechanical Engineering;1;0;4;3;5;Course;Onur Baş ;G010 DB102-MF-L;Mo 16 - 17 Fr 09 - 13;0;;;;;;1495;
;2025;2;ME 324;Machine Design I;ME 324_01;Department of Mechanical Engineering;3;0;0;3;5;Course;Mehmet Nurullah Balcı (S) ;G006;Th 14 - 17;0;;;;;;00005811 (S);
;2025;2;ME 336;Modeling and Control of Dynamic Systems;ME 336_01;Department of Mechanical Engineering;3;0;0;3;5;Course;Kutlu Demir Kandemir (S) ;F410;We 14 - 17;0;;;;;;00006655 (S);
;2025;2;ME 362;Heat Transfer;ME 362_01;Department of Mechanical Engineering;3;0;0;3;5;Course;Sıtkı Uslu ;G010 G009;Mo 13 - 14 We 11 - 13;0;;;;;;5663;
;2025;2;ME 399;Summer Practice I;ME 399_01;Department of Mechanical Engineering;1;0;0;1;4;Internship;Ayşe Çağıl Kandemir ;;Th 18 - 19;0;;;;;;1517;
;2025;2;ME 399-O;Summer Practice I;ME 399-O_01;Department of Mechanical Engineering;1;0;0;1;2;Internship;Ayşe Çağıl Kandemir ;;Th 18 - 19;0;;;;;;1517;
;2025;2;ME 442;Computer Aided Design and Manufacturing;ME 442_01;Department of Mechanical Engineering;3;0;0;3;5;Course;Şehram Dizeci ;G201;Mo 15 - 18;0;;;;;;862;
;2025;2;ME 447;Nanomaterials and Nanotechnology;ME 447_01;Department of Mechanical Engineering;3;0;0;3;5;Course;Ayşe Çağıl Kandemir ;GB05;Tu 09 - 12;0;;;;;;1517;
;2025;2;ME 468;Internal Combustion Engines;ME 468_01;Department of Mechanical Engineering;3;0;0;3;5;Course;Sıtkı Uslu ;F404;Tu 13 - 16;0;;;;;;5663;
;2025;2;ME 492;Senior Project;ME 492_01;Department of Mechanical Engineering;0;0;8;4;12;Course;Behzat Bahadır Kentel ;;Mo 09 - 11;0;;;;;;6474;
;2025;2;ME 499;Summer Practice II;ME 499_01;Department of Mechanical Engineering;1;0;0;1;6;Internship;Ayşe Çağıl Kandemir ;;Th 19 - 20;0;;;;;;1517;
;2025;2;ME 499-O;Summer Practice II;ME 499-O_01;Department of Mechanical Engineering;1;0;0;1;3;Internship;Ayşe Çağıl Kandemir ;;Th 19 - 20;0;;;;;;1517;
;2025;2;PECE 102;Practicum 1;PECE 102_01;Early Childhood Education;1;4;0;3;6;Course;Fatma Yalçın ;GB10-PECE-L;Mo 11 - 12 Tu 09 - 13;4;;;;;;4802;
;2025;2;PECE 102;Practicum 1;PECE 102_02;Early Childhood Education;1;4;0;3;6;Course;Melike Kandemir ;;Mo 11 - 12 Tu 09 - 13;5;;;;;;4130;
;2025;2;PECE 104;Curriculum in Early Childhood Education;PECE 104_01;Early Childhood Education;3;0;0;3;5;Course;Funda Eda Tonga Çabuk ;GB10-PECE-L;Fr 12 - 15;9;;;;;;6646;
;2025;2;PECE 106;Drama in Early Childhood Education;PECE 106_01;Early Childhood Education;1;2;0;2;5;Course;Melike Kandemir ;;Th 09 - 12;9;;;;;;4130;
;2025;2;PECE 108;Development and Learning in Early Childhood;PECE 108_01;Early Childhood Education;2;2;0;3;5;Course;Adile Gülşah Saranlı ;GB10-PECE-L;Th 12 - 14 Fr 09 - 11;9;;;;;;2;
;2025;2;PECE 202;Science Education in Early Childhood;PECE 202_01;Early Childhood Education;3;0;0;3;6;Course;Merve Büdün (S) ;G010;Tu 09 - 12;0;;;;;;00007387 (S);
;2025;2;PECE 204;Mathematics Education in Early Childhood;PECE 204_01;Early Childhood Education;3;0;0;3;6;Course;Fatma Yalçın ;GB10-PECE-L;We 09 - 12;0;;;;;;4802;
;2025;2;PECE 302;Classroom Management in Early Childhood Education;PECE 302_01;Early Childhood Education;3;0;0;3;7;Course;Melike Kandemir ;GB10-PECE-L;Tu 15 - 18;0;;;;;;4130;
;2025;2;PECE 304;Child Mental Health;PECE 304_01;Early Childhood Education;3;0;0;3;7;Course;Çağla Öneren Şendil ;GB10-PECE-L;Tu 09 - 12;0;;;;;;1058;
;2025;2;PECE 306;Children#s Literature in Early Childhood;PECE 306_01;Early Childhood Education;2;0;0;2;5;Course;Sühendan Semine Er ;GB10-PECE-L;We 12 - 14;0;;;;;;67;
;2025;2;PECE 360;Motor Development and Education in Early Childhood;PECE 360_01;Early Childhood Education;2;0;0;2;4;Course;Fatma Yalçın ;GB10-PECE-L;Mo 12 - 14;0;;;;;;4802;
;2025;2;PECE 380;Development and Education of Gifted Children;PECE 380_01;Early Childhood Education;2;0;0;2;4;Course;Adile Gülşah Saranlı ;GB10-PECE-L;We 15 - 17;0;;;;;;2;
;2025;2;PECE 402;Teaching Practice 2;PECE 402_01;Early Childhood Education;2;6;0;5;10;Course;Çağla Öneren Şendil ;GB10-PECE-L;Mo 09 - 11 We 09 - 15;0;;;;;;1058;
;2025;2;PECE 402;Teaching Practice 2;PECE 402_02;Early Childhood Education;2;6;0;5;10;Course;Funda Eda Tonga Çabuk ;;Mo 09 - 11 We 09 - 15;0;;;;;;6646;
;2025;2;PECE 402;Teaching Practice 2;PECE 402_03;Early Childhood Education;2;6;0;5;10;Course;Melike Kandemir ;;Mo 09 - 11 We 09 - 15;0;;;;;;4130;
;2025;2;PECE 404;Music Education in Early Childhood;PECE 404_01;Early Childhood Education;1;2;0;2;5;Course;Elif Özcan (S) ;D126-EF-L;Th 14 - 17;0;;;;;;00004129 (S);
;2025;2;PECE 406;Visual Art and Material Development in Early Childhood Education;PECE 406_01;Early Childhood Education;2;2;0;3;7;Course;Sühendan Semine Er ;GB10-PECE-L;Tu 13 - 15 Th 10 - 12;0;;;;;;67;
;2025;2;PECE 408;School Readiness and Early Literacy;PECE 408_01;Early Childhood Education;3;0;0;3;6;Course;Funda Eda Tonga Çabuk ;GB10-PECE-L;Mo 14 - 17;0;;;;;;6646;
;2025;2;PHIL 104;Philosophy and Ethics;PHIL 104_01;Basic Sciences;3;0;0;3;5;Course;Ahmet İnam (S) ;G103;We 12 - 15;0;;;;;;00000566 (S);
;2025;2;PHYS 101;General Physics I;PHYS 101_01;Basic Sciences;3;0;2;4;6;Course;;K184;Tu 09 - 11 Th 11 - 12;24;;;;;;;
;2025;2;PHYS 101;General Physics I;PHYS 101_02;Basic Sciences;3;0;2;4;6;Course;;K184;Tu 13 - 15 Th 12 - 13;15;;;;;;;
;2025;2;PHYS 101;General Physics I;PHYS 101_03;Basic Sciences;3;0;2;4;6;Course;;K084 K085;We 14 - 16 Fr 11 - 12;18;;;;;;;
;2025;2;PHYS 101;General Physics I;PHYS 101_04;Basic Sciences;3;0;2;4;6;Course;;K085;Mo 12 - 14 Fr 12 - 13;17;;;;;;;
;2025;2;PHYS 101;General Physics I;PHYS 101_05;Basic Sciences;3;0;2;4;6;Course;;K184;Tu 16 - 18 Th 13 - 14;22;;;;;;;
;2025;2;PHYS 102;General Physics II;PHYS 102_01;Basic Sciences;3;0;2;4;6;Course;;K085 K183;Mo 16 - 18 Th 11 - 12;0;;;;;;;
;2025;2;PHYS 102;General Physics II;PHYS 102_02;Basic Sciences;3;0;2;4;6;Course;;K085 K183;We 09 - 11 Th 12 - 13;0;;;;;;;
;2025;2;PHYS 102;General Physics II;PHYS 102_03;Basic Sciences;3;0;2;4;6;Course;;K084 K183;We 12 - 14 Th 13 - 14;0;;;;;;;
;2025;2;PHYS 102;General Physics II;PHYS 102_04;Basic Sciences;3;0;2;4;6;Course;;K084 DB16;We 16 - 18 Fr 11 - 12;0;;;;;;;
;2025;2;PHYS 105;Physics I;PHYS 105_01;Basic Sciences;3;0;2;4;6;Course;Süleyman Şinasi Ellialtıoğlu ;A422;Tu 14 - 16 Fr 12 - 13;3;;;;;;68;
;2025;2;PHYS 120;General Astronomy;PHYS 120_01;Basic Sciences;3;0;0;3;5;Course;Sinan Kaan Yerli (S) ;D230;Th 16 - 19;0;;;;;;00002027 (S);
;2025;2;PRED 102;Practicum 1;PRED 102_01;Primary Education;1;4;0;3;6;Course;Berrin Genç Ersoy ;D126-EF-L;Th 09 - 13 Fr 12 - 13;6;;;;;;1062;
;2025;2;PRED 104;Fundamental Science in Primary Education;PRED 104_01;Primary Education;3;0;0;3;4;Course;Mehmet Şen ;D126-EF-L;Fr 09 - 12;6;;;;;;4404;
;2025;2;PRED 106;Development and Learning;PRED 106_01;Primary Education;3;0;0;3;5;Course;Esra Özcan ;F404;We 15 - 18;6;;;;;;4127;
;2025;2;PRED 200;Social Skill Development;PRED 200_01;Primary Education;2;0;0;2;4;Course;Esra Özcan ;F217;Th 12 - 14;0;;;;;;4127;
;2025;2;PRED 202;Classroom Management;PRED 202_01;Primary Education;1;2;0;2;6;Course;Sinem Sözen Özdoğan ;D226-Y;Mo 09 - 12;0;;;;;;66;
;2025;2;PRED 202;Classroom Management;PRED 202_02;Primary Education;1;2;0;2;6;Course;Sinem Sözen Özdoğan ;D126-EF-L;We 09 - 12;0;;;;;;66;
;2025;2;PRED 204;Literacy Education;PRED 204_01;Primary Education;2;2;0;3;6;Course;Berrin Genç Ersoy ;D126-EF-L;We 14 - 16 Fr 13 - 15;0;;;;;;1062;
;2025;2;PRED 204;Literacy Education;PRED 204_02;Primary Education;2;2;0;3;6;Course;Berrin Genç Ersoy ;D126-EF-L;We 16 - 18 Fr 15 - 17;0;;;;;;1062;
;2025;2;PRED 302;Practicum 2;PRED 302_01;Primary Education;1;6;0;4;7;Course;Sinem Sözen Özdoğan ;D126-EF-L;Mo 13 - 14 Tu 09 - 15;0;;;;;;66;
;2025;2;PRED 304;Science Education;PRED 304_01;Primary Education;2;2;0;3;6;Course;Mehmet Şen ;D126-EF-L F217;Th 09 - 11 Fr 13 - 15;0;;;;;;4404;
;2025;2;PRED 306;Mathematics Education 2;PRED 306_01;Primary Education;2;2;0;3;6;Course;Kübra Çelikdemir ;F223 D126-EF-L;We 14 - 16 Th 11 - 13;0;;;;;;3248;
;2025;2;PRED 308;Social Studies Education 2;PRED 308_01;Primary Education;2;2;0;3;6;Course;Esra Özcan ;D126-EF-L F217;We 12 - 14 Fr 15 - 17;0;;;;;;4127;
;2025;2;PRED 320;Alternative Educational Practices in Primary Education;PRED 320_01;Primary Education;2;0;0;2;4;Course;Esra Özcan ;F217;Fr 11 - 13;0;;;;;;4127;
;2025;2;PRED 402;Student Teaching 2;PRED 402_01;Primary Education;2;6;0;5;10;Course;Kübra Çelikdemir ;F204;Mo 16 - 18 Mo 09 - 15;0;;;;;;3248;
;2025;2;PRED 402;Student Teaching 2;PRED 402_02;Primary Education;2;6;0;5;10;Course;Mehmet Şen ;F314;Mo 09 - 15 Mo 16 - 18;0;;;;;;4404;
;2025;2;PRED 404;Physical Education;PRED 404_01;Department of Elementary Education;1;2;0;2;5;Course;;F117;Fr 09 - 12;0;;;;;;;
;2025;2;PRED 406;Religion and Ethics Education;PRED 406_01;Department of Elementary Education;3;0;0;3;5;Course;;D226-Y;Th 11 - 14;0;;;;;;;
;2025;2;PRED 408;Teaching Foreign Language in Primary Schools;PRED 408_01;Department of Elementary Education;3;0;0;3;5;Course;;F215;Fr 13 - 16;0;;;;;;;
;2025;2;PRED 420;Intelligence Games;PRED 420_01;Primary Education;2;0;0;2;4;Course;Kübra Çelikdemir ;F214;Th 16 - 18;0;;;;;;3248;
;2025;2;PSCG 102;Introduction to Counseling and Guidance;PSCG 102_01;Guidance and Psychological Counselling;3;0;0;3;7;Course;Nergis Hazal Yılmaztürk ;G006;Th 09 - 12;8;;;;;;509;
;2025;2;PSCG 104;Life Span Development;PSCG 104_01;Guidance and Psychological Counselling;3;0;0;3;8;Course;Selin Onaylı ;G112;We 13 - 16;8;;;;;;2607;
;2025;2;PSCG 202;Social Psychology;PSCG 202_01;Guidance and Psychological Counselling;3;0;0;3;6;Course;Kürşad Demirutku ;G006;Mo 09 - 12;0;;;;;;1134;
;2025;2;PSCG 204;Theories of Counseling;PSCG 204_01;Guidance and Psychological Counselling;3;0;0;3;6;Course;Sıdıka Burcu Üçok ;G113;We 09 - 12;0;;;;;;3224;
;2025;2;PSCG 270;Psychology of Close Relationships;PSCG 270_01;Guidance and Psychological Counselling;3;0;0;3;5;Course;Kürşad Demirutku ;F304;We 15 - 18;0;;;;;;1134;
;2025;2;PSCG 300;Family and Couple Counseling;PSCG 300_01;Guidance and Psychological Counselling;3;0;0;3;5;Course;Sıdıka Burcu Üçok ;F304;Mo 15 - 18;0;;;;;;3224;
;2025;2;PSCG 302;Crisis and Trauma Counseling;PSCG 302_01;Guidance and Psychological Counselling;3;0;0;3;6;Course;Begüm Serim Yıldız ;F115;Fr 12 - 15;0;;;;;;2033;
;2025;2;PSCG 304;Group Counseling;PSCG 304_01;Guidance and Psychological Counselling;3;0;0;3;6;Course;Nilüfer Havva Voltan Acar ;F114-PSCG-L;Mo 13 - 15 Mo 18 - 19;0;;;;;;1372;
;2025;2;PSCG 304;Group Counseling;PSCG 304_02;Guidance and Psychological Counselling;3;0;0;3;6;Course;Nilüfer Havva Voltan Acar ;F106-PSCG-L;We 13 - 14 We 09 - 11;0;;;;;;1372;
;2025;2;PSCG 330;Brief Counseling;PSCG 330_01;Guidance and Psychological Counselling;3;0;0;3;5;Course;Selin Onaylı ;F306;Mo 15 - 18;0;;;;;;2607;
;2025;2;PSCG 340;Contemporary Approaches and Models in Counseling;PSCG 340_01;Guidance and Psychological Counselling;3;0;0;3;5;Course;Fatma Zehra Ünlü Kaynakçı ;F306;We 15 - 18;0;;;;;;4120;
;2025;2;PSCG 380;Non-Testing Techniques;PSCG 380_01;Guidance and Psychological Counselling;2;2;0;3;5;Course;Begüm Serim Yıldız ;F217;Th 16 - 18 Fr 09 - 11;0;;;;;;2033;
;2025;2;PSCG 402;Practicum in School Counseling 2;PSCG 402_01;Guidance and Psychological Counselling;1;6;0;4;8;Course;Kürşad Demirutku ;F112-PSCG-L;Tu 16 - 17 Tu 09 - 15;0;;;;;;1134;
;2025;2;PSCG 402;Practicum in School Counseling 2;PSCG 402_02;Guidance and Psychological Counselling;1;6;0;4;8;Course;Sıdıka Burcu Üçok ;F106-PSCG-L;Tu 16 - 17 Tu 09 - 15;0;;;;;;3224;
;2025;2;PSCG 402;Practicum in School Counseling 2;PSCG 402_03;Guidance and Psychological Counselling;1;6;0;4;8;Course;Begüm Serim Yıldız ;F104-PSCG-L;Tu 16 - 17 Tu 09 - 15;0;;;;;;2033;
;2025;2;PSCG 402;Practicum in School Counseling 2;PSCG 402_04;Guidance and Psychological Counselling;1;6;0;4;8;Course;Selin Onaylı ;F114-PSCG-L;Tu 16 - 17 Tu 09 - 15;0;;;;;;2607;
;2025;2;PSCG 402;Practicum in School Counseling 2;PSCG 402_05;Guidance and Psychological Counselling;1;6;0;4;8;Course;Nergis Hazal Yılmaztürk ;;Tu 16 - 17 Tu 09 - 15;0;;;;;;509;
;2025;2;PSCG 404;Practicum in Career Counseling and Guidance;PSCG 404_01;Department of Educational Sciences;1;4;0;3;8;Course;Olcay Yılmaz ;G108;We 11 - 16;0;;;;;;1468;
;2025;2;PSCG 406;Psychopathology;PSCG 406_01;Department of Educational Sciences;3;0;0;3;4;Course;Ayşegül Aracı İyiaydın ;G108;Fr 13 - 16;0;;;;;;845;
;2025;2;PSCG 412;Practicum in Individual Counseling II;PSCG 412_01;Department of Educational Sciences;1;4;0;3;8;Course;Nergis Hazal Yılmaztürk ;F112-PSCG-L;Mo 09 - 13 Tu 17 - 18;0;;;;;;509;
;2025;2;PSCG 412;Practicum in Individual Counseling II;PSCG 412_02;Department of Educational Sciences;1;4;0;3;8;Course;Nergis Hazal Yılmaztürk ;;Mo 09 - 13 Tu 17 - 18;0;;;;;;509;
;2025;2;PSCG 412;Practicum in Individual Counseling II;PSCG 412_03;Department of Educational Sciences;1;4;0;3;8;Course;Nilüfer Havva Voltan Acar ;F114-PSCG-L;Mo 09 - 13 Tu 17 - 18;0;;;;;;1372;
;2025;2;PSCG 412;Practicum in Individual Counseling II;PSCG 412_04;Department of Educational Sciences;1;4;0;3;8;Course;Ayşegül Aracı İyiaydın ;F106-PSCG-L;Mo 09 - 13 Tu 17 - 18;0;;;;;;845;
;2025;2;PSCG 412;Practicum in Individual Counseling II;PSCG 412_05;Department of Educational Sciences;1;4;0;3;8;Course;Sıdıka Burcu Üçok ;F104-PSCG-L;Mo 13 - 17 Tu 17 - 18;0;;;;;;3224;
;2025;2;PSIR 110;Introduction to Political Studies;PSIR 110_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Adile Aylin Özman Erkman ;DB14;Fr 09 - 12;24;;;;;;7;
;2025;2;PSIR 110;Introduction to Political Studies;PSIR 110_02;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Adile Aylin Özman Erkman ;DB14;Fr 15 - 18;20;;;;;;7;
;2025;2;PSIR 214;Political Currents;PSIR 214_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Gülşen Seven ;G113;Tu 09 - 12;0;;;;;;1464;
;2025;2;PSIR 266;Turkish Constitutional Law;PSIR 266_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;;G009;Th 14 - 17;0;;;;;;;
;2025;2;PSIR 292;International Relations Theory;PSIR 292_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Zuhal Yeşilyurt Gündüz ;GB05;Mo 12 - 15;0;;;;;;77;
;2025;2;PSIR 292;International Relations Theory;PSIR 292_02;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Zuhal Yeşilyurt Gündüz ;GB05;We 15 - 18;0;;;;;;77;
;2025;2;PSIR 300;Summer Practice I;PSIR 300_01;Dep. of Political Science Intern. Rel.;1;0;0;1;3;Internship;Senem Yıldırım Özdem ;;Fr 18 - 19;0;;;;;;2048;
;2025;2;PSIR 300-O;Summer Practice  I;PSIR 300-O_1;Dep. of Political Science Intern. Rel.;1;0;0;1;2;Internship;Senem Yıldırım Özdem ;;Fr 18 - 19;0;;;;;;2048;
;2025;2;PSIR 336;Contemporary Turkish Politics;PSIR 336_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Selin Akyüz Tursun ;G112;Tu 13 - 16;0;;;;;;2563;
;2025;2;PSIR 352;History of Political Thought II;PSIR 352_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Gülşen Seven ;G010;We 09 - 12;0;;;;;;1464;
;2025;2;PSIR 374;Comparative Politics;PSIR 374_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Kerem Kılıçdaroğlu ;G213;Th 11 - 14;0;;;;;;1769;
;2025;2;PSIR 382;European Politics;PSIR 382_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Zuhal Yeşilyurt Gündüz ;F214;Fr 12 - 15;0;;;;;;77;
;2025;2;PSIR 386;Political Cinema;PSIR 386_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Senem Yıldırım Özdem ;F217;We 12 - 15;0;;;;;;2048;
;2025;2;PSIR 394;Diplomatic History;PSIR 394_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Emre Demir ;G213;Mo 09 - 12;0;;;;;;19;
;2025;2;PSIR 398;Critical Theories of International Relations;PSIR 398_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Senem Yıldırım Özdem ;F215;Mo 15 - 18;0;;;;;;2048;
;2025;2;PSIR 400;Summer Practice II;PSIR 400_01;Dep. of Political Science Intern. Rel.;1;0;0;1;3;Internship;Senem Yıldırım Özdem ;;Fr 19 - 20;0;;;;;;2048;
;2025;2;PSIR 400-O;Summer Practice II;PSIR 400-O_1;Dep. of Political Science Intern. Rel.;1;0;0;1;2;Internship;Senem Yıldırım Özdem ;;Fr 19 - 20;0;;;;;;2048;
;2025;2;PSIR 402;Graduation Paper and Seminar;PSIR 402_01;Dep. of Political Science Intern. Rel.;3;0;0;3;5;Course;Adile Aylin Özman Erkman ;;Th 16 - 19;0;;;;;;7;
;2025;2;PSIR 402;Graduation Paper and Seminar;PSIR 402_02;Dep. of Political Science Intern. Rel.;3;0;0;3;5;Course;Alev Çınar ;;Th 16 - 19;0;;;;;;6974;
;2025;2;PSIR 402;Graduation Paper and Seminar;PSIR 402_03;Dep. of Political Science Intern. Rel.;3;0;0;3;5;Course;Senem Yıldırım Özdem ;;Th 16 - 19;0;;;;;;2048;
;2025;2;PSIR 402;Graduation Paper and Seminar;PSIR 402_04;Dep. of Political Science Intern. Rel.;3;0;0;3;5;Course;Selin Akyüz Tursun ;;Th 16 - 19;0;;;;;;2563;
;2025;2;PSIR 402;Graduation Paper and Seminar;PSIR 402_05;Dep. of Political Science Intern. Rel.;3;0;0;3;5;Course;Zuhal Yeşilyurt Gündüz ;;Th 16 - 19;0;;;;;;77;
;2025;2;PSIR 402;Graduation Paper and Seminar;PSIR 402_06;Dep. of Political Science Intern. Rel.;3;0;0;3;5;Course;Kerem Kılıçdaroğlu ;;Th 16 - 19;0;;;;;;1769;
;2025;2;PSIR 402-O;Graduation Paper and Seminar;PSIR 402-O_1;Dep. of Political Science Intern. Rel.;3;0;0;3;7;Course;Adile Aylin Özman Erkman ;;Th 16 - 19;0;;;;;;7;
;2025;2;PSIR 402-O;Graduation Paper and Seminar;PSIR 402-O_2;Dep. of Political Science Intern. Rel.;3;0;0;3;7;Course;Alev Çınar ;;Th 16 - 19;0;;;;;;6974;
;2025;2;PSIR 402-O;Graduation Paper and Seminar;PSIR 402-O_3;Dep. of Political Science Intern. Rel.;3;0;0;3;7;Course;Senem Yıldırım Özdem ;;Th 16 - 19;0;;;;;;2048;
;2025;2;PSIR 402-O;Graduation Paper and Seminar;PSIR 402-O_4;Dep. of Political Science Intern. Rel.;3;0;0;3;7;Course;Selin Akyüz Tursun ;;Th 16 - 19;0;;;;;;2563;
;2025;2;PSIR 402-O;Graduation Paper and Seminar;PSIR 402-O_5;Dep. of Political Science Intern. Rel.;3;0;0;3;7;Course;Zuhal Yeşilyurt Gündüz ;;Th 16 - 19;0;;;;;;77;
;2025;2;PSIR 402-O;Graduation Paper and Seminar;PSIR 402-O_6;Dep. of Political Science Intern. Rel.;3;0;0;3;7;Course;Kerem Kılıçdaroğlu ;;Th 16 - 19;0;;;;;;1769;
;2025;2;PSIR 422;Current Issues in World Politics;PSIR 422_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Emre Demir ;F315;Mo 15 - 18;0;;;;;;19;
;2025;2;PSIR 429;Human Rights and World Politics;PSIR 429_01;Dep. of Political Science Intern. Rel.;3;0;0;3;6;Course;Kerem Kılıçdaroğlu ;G201;We 12 - 15;0;;;;;;1769;
;2025;2;PSY 102;General Psychology;PSY 102_01;Department of Psychology;3;0;0;3;6;Course;Tuba Şahin İlikoğlu ;G103;Tu 12 - 15;0;;;;;;7389;
;2025;2;PSY 102;General Psychology;PSY 102_02;Department of Psychology;3;0;0;3;6;Course;Tuba Şahin İlikoğlu ;G006;We 15 - 18;0;;;;;;7389;
